t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.0,-2.208195903418587,-4.3203498770771604,14.151031905334223,1.0,-1.2195477463944185e-09,-2.703919335268694e-09,0.0,-1.7674750552032492e-11,8.171241461241152e-12,-2.2026824808563106e-11,-1.4611033443900141e-06,-3.2363737854068584e-06,3.793227239005191e-18,-5.305089700868848e-08,2.3927526626721374e-08,-6.458833468059311e-08,-0.0004369729896734302,-0.0009678882912396223,-1.9031185317473505e-15,1.9620993257761694,1.961962445701336,1.961900648388497,1.9620375284633302,-3.1748825790600677e-05,1.4333423337120621e-05,-3.8685499248458655e-05,-0.009494982577962219,0.004286704324840684,-0.011570122637749591
0.02,-2.2081959035087744,-4.320349877036445,14.151031905224329,0.9999999999999603,-1.1610246606520644e-07,-2.571746671286103e-07,-3.2871268712621725e-19,-2.5323521057885046e-08,1.1432366164854102e-08,-3.085638411448599e-08,-3.2747213302315694e-05,-7.253653286638677e-05,1.9512972930387142e-17,-5.045763806776904e-06,2.277928956573305e-06,-6.148130893279813e-06,-0.0030569206869006486,-0.0067712090631064014,2.4931798476005277e-14,1.9626937240933926,1.9617361305243275,1.9613038166548704,1.9622614102239464,-0.0007115823486003592,0.0003212496935134368,-0.0008670504314522987,-0.06642530969713789,0.02998827852707109,-0.08094023229432423
0.04,-2.2081959062815204,-4.320349875784674,14.15103190184578,0.9999999999979076,-8.41749797677936e-07,-1.8645222254605025e-06,-1.4489877536042621e-18,-3.677364635024105e-07,1.66016533853508e-07,-4.480821047536665e-07,-0.0001233160069998904,-0.0002731510913320301,1.3010022914098662e-15,-3.658175984355694e-05,1.651505598943004e-05,-4.4574477442438365e-05,-0.005972532296755274,-0.013229645009778405,-7.422894067295982e-14,1.963348884099642,1.961477929759804,1.960633286142242,1.9625042404820459,-0.002679586774689824,0.001209718547556804,-0.0032650433468006668,-0.1297796980992416,0.05858913354472861,-0.15813235165751394
0.06,-2.2081959249847674,-4.32034986734099,14.151031879056116,0.9999999999775016,-2.760111242759789e-06,-6.113804769729188e-06,4.489675626275662e-18,-1.8128713197285151e-06,8.18430834215178e-07,-2.208960125926751e-06,-0.0002707489117918367,-0.000599725301741245,-2.694233424424144e-15,-0.00011995106241613485,5.415257575691612e-05,-0.00014615890719937852,-0.00874401393679627,-0.019368566413974903,-4.944447751219834e-13,1.9639586280154508,1.9612194990846998,1.9599829087749143,1.9627220377054364,-0.005883126430461516,0.002655966113707109,-0.0071685093416817836,-0.18999104511863152,0.08577218935101882,-0.2314981983886355
0.08,-2.2081959935683497,-4.320349836378554,14.151031795487908,0.9999999998780686,-6.4255187655337755e-06,-1.4232896649508562e-05,6.814823643846843e-18,-5.64058781904464e-06,2.5464745867509464e-06,-6.872983249195386e-06,-0.0004721963698095836,-0.0010459430097514238,-5.392521679372458e-15,-0.00027923974688093267,0.00012606430566108884,-0.00034024994377546136,-0.01137467646920546,-0.02519537851745923,5.650454699268914e-13,1.9645178443550075,1.9609546797542867,1.95934605758112,1.962909222182102,-0.010259981308990973,0.004631921513009729,-0.012501644164331083,-0.24712281110339518,0.11156577883753016,-0.3011171756384101
0.1,-2.208196176319059,-4.320349753874738,14.15103157280855,0.999999999548533,-1.2364134289054107e-05,-2.738726403609956e-05,-5.0950732321736064e-17,-1.3600103621058679e-05,6.1398420569958034e-06,-1.6571549110722117e-05,-0.0007248753703474318,-0.0016056394906147303,4.635187649140744e-16,-0.0005373022604615585,0.00024256812558576257,-0.0006546958175590589,-0.013867795183341452,-0.030717934314745367,-8.208285500023509e-13,1.9650217515466843,1.9606775796148954,1.958716377212235,1.9630605491436455,-0.01574920638347521,0.007110071642557614,-0.01919020498064583,-0.30124027716738055,0.13599672499253757,-0.3670573178737868
0.12,-2.208196577003075,-4.320349572983704,14.151031084580293,0.9999999986883481,-2.10746356578383e-05,-4.6681512378424935e-05,-2.7764492513408827e-16,-2.7885617592815493e-05,1.2589118458805615e-05,-3.397826180417951e-05,-0.0010260725443765996,-0.002272807138935561,-3.385319777289112e-14,-0.0009157870950460278,0.0004134373199349284,-0.0011158745394368452,-0.016227289680830686,-0.03594397368527603,1.7519369422460255e-12,1.9654659007955093,1.9603826552887833,1.95808776997366,1.9631710154811939,-0.022291141821284555,0.0100634709454539,-0.027161451754409427,-0.35240561579996665,0.15909726869267615,-0.4294038902230568
0.14,-2.2081973475259855,-4.32034922512677,14.15103014570818,0.999999996778282,-3.302894954739983e-05,-7.316095022388384e-05,-1.591088739155217e-15,-5.111244361089007e-05,2.307500546194774e-05,-6.227984439277634e-05,-0.0013731497446801853,-0.003041595110367166,-5.5009080441994195e-14,-0.0014351619803676385,0.000647912479223578,-0.0017487258929804739,-0.0184565681057045,-0.040881468613409785,1.1041773046291395e-11,1.9658461129143048,1.9600646001805717,1.9574544472850288,1.9632359600238578,-0.029827374792290584,0.013465780490662382,-0.03634426803955648,-0.4006817988511102,0.18089396647269496,-0.48822865750253186
0.16,-2.208198696120506,-4.320348616295904,14.151028502463424,0.9999999930036299,-4.8672964050797075e-05,-0.00010781318525974994,-6.542823886813363e-15,-8.629364756096436e-05,3.895778020179819e-05,-0.00010514767563307714,-0.0017635389379757817,-0.003906314470947765,-1.0302190895006937e-13,-0.0021147391171538743,0.0009547127355347129,-0.0025767814371135955,-0.020559220799630126,-0.045538534543546755,9.146075457555897e-12,1.9661585157070516,1.9597183943929541,1.9568108815021776,1.963251002820496,-0.03830076522604031,0.017291206688696548,-0.04666898156813204,-0.44613219785105684,0.20141470713497256,-0.5436072925135704
0.18,-2.2082008950719954,-4.320347623565797,14.15102582307002,0.9999999861721623,-6.842726505228261e-05,-0.0001515697343762916,-2.2346751088850737e-14,-0.00013681718851188407,6.17669818403499e-05,-0.00016670993332468242,-0.0021947467376561406,-0.004861436959481522,-3.8211136720035594e-13,-0.0029727002814894377,0.0013420472821934482,-0.003622195077213064,-0.022539163962824547,-0.04992326963789801,-9.776555598010845e-12,1.966399537284525,1.959339320782277,1.9561518016484558,1.9632120181461918,-0.04765541783413596,0.02151453859511321,-0.05806744951541987,-0.4888194293783954,0.22069031047067256,-0.5956181325927901
