t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.0,-0.38272548925922767,9.999308176404838,15.97525825796871,1.0,2.241722527291773e-09,5.979643190289365e-09,-0.0,3.921307722976053e-11,-1.4921397450962104e-11,-4.867217739956686e-11,2.6853592099006754e-06,7.15747594980427e-06,1.2414837738091686e-17,1.1732059768121417e-07,-4.39825953435502e-08,-1.431743612556602e-07,0.0008029642850586975,0.002140594518480674,-3.2263295193615916e-15,1.9617918303260478,1.9620945561060052,1.9622081124042083,1.9619053866242502,7.021483394709094e-05,-2.6343371928305714e-05,-8.57802717746381e-05,0.020999224581430553,-0.00787707676863647,-0.025651303303675377
0.02,-0.38272548905976833,9.999308176330015,15.975258257725065,0.9999999999998155,2.1336320632182163e-07,5.687671121475832e-07,-1.1392130477317109e-18,5.600544472628144e-08,-2.1009327610954642e-08,-6.841123223466639e-08,6.0180122423286064e-05,0.00016042229137659645,9.551667587753312e-17,1.115919523453357e-05,-4.186180291299024e-06,-1.3631069606390156e-05,0.005617752973177585,0.014975332615871724,1.540188265817434e-14,1.9605411227409681,1.9626589545896134,1.9634534248340827,1.9613355929854444,0.0015737375846924806,-0.0005903650901473156,-0.0019223520553168782,0.14690678118434164,-0.05510969458555337,-0.1794511206298921
0.04,-0.3827254829275631,9.999308174029622,15.97525825023448,0.9999999999903015,1.5469036965941862e-06,4.123601257634126e-06,-3.81994500815049e-18,8.132860329634894e-07,-3.0509070825246454e-07,-9.934421285606732e-07,0.00022662172678370352,0.0006041086216633581,5.6711548523668704e-15,8.090424163942345e-05,-3.034994477957298e-05,-9.882596074817229e-05,0.010976007542963084,0.029259538198422093,-5.206307450046929e-13,1.959135152160176,1.9632730757349541,1.9648253176078712,1.9606873940328522,0.00592618087935648,-0.002223112360866253,-0.007238938337650325,0.2870207738148167,-0.10766889602109586,-0.35059777303558803
0.06,-0.38272544156345345,9.999308158512562,15.975258199707534,0.9999999998957194,5.072384295227096e-06,1.3521539601057375e-05,-2.093419955273537e-17,4.009347004396702e-06,-1.5040399148347205e-06,-4.8974838406934396e-06,0.0004975780357109003,0.0013264019346517933,3.1422092328322197e-15,0.0002652838437811056,-9.951689250442541e-05,-0.00032404869898527977,0.01607030916832818,0.04283946804030771,-2.314799463024506e-12,1.9577696407845955,1.963828056454806,1.9661007413730784,1.9600423257017985,0.013011126342998836,-0.004880911674831623,-0.0158933062266442,0.4201836323325381,-0.15762289251597394,-0.5132580582767332
0.08,-0.38272528988397,9.999308101612517,15.975258014428528,0.9999999994348191,1.1808753948317094e-05,3.1478806656880783e-05,-1.552774983355087e-17,1.2474726601707786e-05,-4.679687393149834e-06,-1.5238085637747645e-05,0.0008678350949421679,0.0023134045892932243,-1.3548090789071127e-14,0.0006175666944496783,-0.00023166993656786872,-0.0007543679458876795,0.020907794647046625,0.055734166839798954,4.3630370903464304e-14,1.9564297257769379,1.9643117272401887,1.9672685359150952,1.9593865344518642,0.0226909703249234,-0.008512138549576775,-0.027717392825366005,0.5465371377688655,-0.2050247971396857,-0.6676048158738013
0.1,-0.38272488571243735,9.999307949994249,15.975257520726295,0.9999999979071791,2.272356636731284e-05,6.0574593330865254e-05,-4.237611895294516e-16,3.0077992907440176e-05,-1.1283262502104208e-05,-3.674076811677196e-05,0.001332330348114762,0.003551611876676261,-3.1704495811355922e-15,0.0011882976774790777,-0.0004457704072535762,-0.0014515254953550993,0.025495558680910246,0.06796381189385428,-7.1772691363895105e-12,1.9551011358539019,1.9647126703053317,1.9683182867936702,1.9587067523389277,0.03483093108380686,-0.01306626629116181,-0.042546572487367484,0.6662215501496149,-0.2499225715268949,-0.8138002272062295
0.12,-0.3827239995596182,9.999307617568592,15.975256438275862,0.9999999939190128,3.873448453979601e-05,0.00010325509234450727,-2.9333983303049845e-15,6.167183050354019e-05,-2.313517715180069e-05,-7.533317134544859e-05,0.001886151253044838,0.005027932123724403,-1.5164601482377772e-13,0.002025354041701455,-0.0007597789419833134,-0.0024740041126847245,0.029842032310910628,0.07954948568814806,-7.01478429923976e-12,1.953770098471684,1.965020094624063,1.969240395307968,1.9579903991523508,0.0492990217537681,-0.018493768294547408,-0.06021959997326576,0.779376163606571,-0.2923735920035142,-0.9520247701289009
0.14,-0.3827222954714208,9.999306978307622,15.975254356703536,0.9999999850613716,6.0710895054512874e-05,0.00016183770846698662,-1.5257520957091108e-14,0.00011304024539193769,-4.240522297749294e-05,-0.00013808056493758158,0.0025245559569074053,0.006729701662027932,-3.002699149797738e-13,0.0031740010614234038,-0.0011906770502889685,-0.0038770968657786398,0.03395541971917926,0.09051284173589198,1.6651908212688904e-11,1.9524234626452124,1.9652239114842383,1.9700259329886884,1.9572254841573482,0.06596602597497281,-0.024746256599428307,-0.08057872591393789,0.8861385514258302,-0.3324302610963059,-1.082442935285144
0.16,-0.38271931292141326,9.99930585945153,15.975250713468034,0.999999967552267,8.947555591227973e-05,0.00023851538676417382,-6.108005812876248e-14,0.00019084687710724246,-7.15932042538725e-05,-0.00023312272876552242,0.0032429611727702316,0.008644693707216785,-1.098132010280959e-12,0.004676947079063076,-0.0017544882346953727,-0.005712974235905222,0.03784406443799971,0.10087588364008584,-1.7659250397951947e-12,1.9510486780573755,1.965314682332987,1.970666641251747,1.9564006369753209,0.08470546170036286,-0.031776316689047235,-0.10346943923877916,0.9866446659678729,-0.3701444484249805,-1.2052185027755513
0.18,-0.38271444972612745,9.9993040350987,15.975244772990653,0.9999999358528825,0.00012580629127560512,0.00033536101144731104,-2.104319168692179e-13,0.00030258440539276954,-0.00011350998576631355,-0.00036961216718367496,0.004036959937040579,0.010761123446999185,-3.246491629173829e-12,0.006574397908298835,-0.0024662992714752363,-0.008030750890952731,0.04151657147079004,0.11066077458297979,-1.232576593984183e-10,1.9496337895168463,1.9652835863121998,1.971154916184361,1.9555051193321182,0.10539355066452316,-0.0395376513750989,-0.1287406306005323,1.0810289940987872,-0.40556944469472,-1.3205220028567055
