t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.0,8.087683842509048,8.358976313460996,6.6792122635389415,1.0,-3.092780308121296e-09,9.415958783507458e-11,0.0,7.105427357601002e-13,1.9895196601282805e-11,-8.881784197001252e-13,-3.6982988911904555e-06,1.1842378940538886e-07,1.8028464600683392e-17,1.8474111129762605e-09,6.068034963391256e-08,-1.8474111129762605e-09,-0.0011061216555592031,3.505633901680262e-05,2.3648261237062773e-15,1.96207573538536,1.9620806931003691,1.9619242638756753,1.9619193061606675,1.1617373729677638e-06,3.6280312087910715e-05,-1.127986593019159e-06,0.0003439026841078885,0.01085105338916037,-0.0003369748924342275
0.02,8.087683842512313,8.358976313564066,6.679212263535741,0.9999999999999568,-2.9390557802359205e-07,9.314556318619915e-09,3.977060375986017e-19,9.173106718662893e-10,2.894058326319282e-08,-8.982148358427366e-10,-8.28961128001604e-05,2.6270526117636014e-06,-7.859567109595546e-17,1.8275159163749777e-07,5.766427335629487e-06,-1.7895906978537823e-07,-0.007738325500719998,0.00024532196849668525,2.257447891800058e-14,1.962529799569432,1.9625644933349369,1.961470128847614,1.961435435082119,2.5771385026018834e-05,0.0008132108320069165,-2.524380704471696e-05,0.0024066082460194593,0.07591296480313758,-0.0023573143437261024
0.04,8.087683842612744,8.358976316732836,6.6792122634373845,0.9999999999977276,-2.13081183579046e-06,6.753235177238747e-08,-6.341046684239838e-18,1.3319301217507018e-08,4.202592052138243e-07,-1.304485408581968e-08,-0.0003121606679194633,9.894726804193434e-06,1.063185801638802e-15,1.3249845665086468e-06,4.180652268814811e-05,-1.297708607239656e-06,-0.015119125055404862,0.00047929074486979654,4.4376312426530514e-13,1.9630349330877044,1.9631027150349785,1.9609645478644189,1.96089676591735,9.706724313218729e-05,0.0030622953062220404,-9.50572953684059e-05,0.004701838918208523,0.14831851302687937,-0.004602984660095899
0.06,8.087683843290188,8.3589763381074,6.679212262773914,0.999999999975567,-6.986915154954076e-06,2.2144081206475825e-07,1.3376758834780528e-17,6.566356347548208e-08,2.0717971338513053e-06,-6.430900256759742e-08,-0.0006853627141675007,2.1721730740909383e-05,-4.354629967321659e-15,4.344666848510315e-06,0.00013708321588978833,-4.255129582020345e-06,-0.02213343757669604,0.0007016715732024559,3.891381003650615e-13,1.9635146038731766,1.963613835218782,1.9604836944584014,1.9603844631129757,0.00021308999009761465,0.006723402279362745,-0.00020869350692009903,0.0068833827526759706,0.21712853737199111,-0.00673825439889697
0.08,8.087683845774333,8.358976416486536,6.67921226034101,0.999999999867589,-1.626518345352483e-05,5.155079667744507e-07,-1.0310917245426191e-18,2.0430608316246435e-07,6.446213163258108e-06,-2.0009167656098725e-07,-0.0011952504851583533,3.7882109171703627e-05,-1.9352858403885837e-15,1.0114256099313934e-05,0.00031912257725252857,-9.905587461389587e-06,-0.028788971765572928,0.0009125016534273799,-1.9565821500467356e-13,1.9639691840268754,1.964098231248227,1.9600268558165062,1.9598978085950647,0.0003716227325867294,0.011725383330940531,-0.0003639550882894582,0.008951595020789682,0.2824183553684634,-0.008766942727334026
0.1,8.087683852393695,8.358976625338887,6.679212253858201,0.9999999995097615,-3.1296855342777475e-05,9.919306305432962e-07,-1.4701849438232487e-16,4.926063112975498e-07,1.554255781854863e-05,-4.824433297301312e-07,-0.001834727021178111,5.8150472606141644e-05,1.9655742194745393e-14,1.9461641187490386e-05,0.0006140431096923749,-1.9059998024317792e-05,-0.03509368024580712,0.0011120357467953488,-6.3851448691207415e-12,1.9643990569746286,1.9645563225766518,1.9595933267224044,1.9594360611174348,0.0005704539063344782,0.01799860172013723,-0.000558678436846094,0.010908962622124818,0.34426559381017796,-0.010685141660360387
0.12,8.087683866906804,8.358977083251137,6.679212239644541,0.9999999985758358,-5.3342948230944074e-05,1.690677205976412e-06,-8.985180176345057e-16,1.0100421832248685e-06,3.186841581737099e-05,-9.891994778854496e-07,-0.0025968439807436666,8.230779648682572e-05,3.820274865024016e-15,3.317097707622452e-05,0.0010465851829621897,-3.248602276073598e-05,-0.0410543269867556,0.0013010901568045437,-9.657528070832807e-12,1.964804492307024,1.9649884942393574,1.9591825356397095,1.9589985337029179,0.0008074341195651868,0.025474870213315626,-0.0007907283716690472,0.01276347916245868,0.4027361555358766,-0.012501022439437293
0.14,8.087683894815939,8.358977963824822,6.679212212311462,0.9999999965023693,-8.359570251540226e-05,2.649567647754163e-06,-4.405740647350479e-15,1.8513524935315218e-06,5.841262566974592e-05,-1.8131300016932528e-06,-0.003474795229871613,0.0001101407003236979,-5.173684270424765e-14,5.198424801733381e-05,0.0016401391889075967,-5.090964094733863e-05,-0.046678386475973874,0.001479757019744693,-5.711648595567475e-12,1.9651858712606183,1.9653951405039347,1.9587938197828507,1.958584550536899,0.0010804690475652023,0.03408738713517323,-0.0010580603060361682,0.014516032820210967,0.4579028711759747,-0.014213874521828984
0.16,8.087683943663933,8.358979505033211,6.679212164472388,0.9999999924057158,-0.00012318005017122725,3.904307279600782e-06,-1.654382313170768e-14,3.1256984556193856e-06,9.861856646864453e-05,-3.0611110091172122e-06,-0.004461926686436822,0.00014144054443253633,-4.109139328935085e-13,7.660192480329897e-05,0.002416774158575663,-7.501557597322517e-05,-0.0519733355815284,0.0016484907038056167,-7.875747878760844e-12,1.965543560392723,1.9657766921819817,1.9584265525776827,1.9581934207847889,0.0013875105508986962,0.04377083229201162,-0.0013585967906237784,0.01617106448748018,0.5098385713608877,-0.0158238755432194
0.18,8.087684023314408,8.35898201804965,6.679212086468845,0.9999999849935982,-0.0001731550711211059,5.488592151631471e-06,-5.779934737210492e-14,4.955850130272665e-06,0.00015635801791091808,-4.8533053131905035e-06,-0.00555172186377543,0.00017600958757542186,-1.0070088326054834e-12,0.00010768502534119762,0.003397266130633625,-0.00010544797923728311,-0.056946054183484515,0.0018069850735979987,-5.867814437778922e-11,1.9658779491474958,1.9661334954137633,1.9580801072123124,1.957824560918963,0.001726617071540204,0.05446122486318927,-0.001690326101311257,0.01772555435763934,0.558610224743461,-0.017334489399445374
0.2,8.087684146216148,8.358985895558643,6.679211966112765,0.9999999724736298,-0.000234515400789001,7.434140159352951e-06,-1.7612748156109942e-13,7.477407315548135e-06,0.00023590557045594096,-7.322359873995765e-06,-0.006737808744644462,0.00021365790857338966,-2.4226142122588844e-12,0.00014585571861402968,0.0046011255605549195,-0.00014281126503590258,-0.061603638112396865,0.001956310148816336,-9.015624211368931e-11,1.966189356789497,1.9664660208031557,1.9577539507729529,1.9574772867176835,0.0020959234348083555,0.06609599090268148,-0.002051293357396844,0.019189982936040906,0.6042869316047472,-0.018746337815400693
0.22,8.087684327652076,8.35899161956073,6.679211788444716,0.9999999524609128,-0.00030819264006427425,9.770824463464608e-06,-4.806334802065442e-13,1.0838047437289333e-05,0.00034191359414847966,-1.061261594159646e-05,-0.008013950321317789,0.0002542061213144203,-4.867571604704918e-12,0.00019169993592527135,0.006046624783095922,-0.0001876704747161284,-0.06595301736621993,0.0020969202093442723,-1.4655551072606672e-10,1.9664781469336254,1.966774696199727,1.9574475310696724,1.957150981735931,0.0024936674947184656,0.07861387096852468,-0.0024395552244982355,0.02056879111478338,0.6469361935046436,-0.02006270705123825
0.24,8.087684585973665,8.358999768682091,6.67921153550785,0.9999999218866226,-0.00039505674107772774,1.2526770676682861e-05,-1.1979010388245585e-12,1.5196820335461325e-05,0.0004793877421249704,-1.4879328613659482e-05,-0.009374051761073492,0.00029748030240764144,-1.0173044407958991e-11,0.0002457692716006932,0.007750825012919904,-0.00024055196945482749,-0.07000088171963038,0.0022291426473060065,-4.032621247732495e-10,1.9667446882986523,1.9670599365820063,1.9571603170444687,1.9568450685749932,0.0029181403959910313,0.09195499117709005,-0.002853171032768387,0.021865176336177683,0.6866232027391561,-0.02128297538206425
0.26,8.087684942821616,8.35901102499969,6.679211186137366,0.9999998769092855,-0.0004959173611897871,1.5728470320000873e-05,-2.7705817102530587e-12,2.072347964343635e-05,0.0006536629967968111,-2.0287894386683547e-05,-0.010812149070483373,0.00034332665568005043,-2.065921827286637e-11,0.00030858320343440937,0.009729602741259669,-0.0003019436078943727,-0.07375387851825017,0.002354119549373879,-7.664986532219172e-10,1.9669893027276872,1.9673222253301899,1.9568918519792597,1.95655892902299,0.003367830458955723,0.10606075306895946,-0.00329020988232287,0.023090329648312036,0.7234127963329229,-0.02240669871866885
0.28,8.08768542333375,8.359026180392513,6.679210715765373,0.9999998128302501,-0.00061152519845681,1.940093408103492e-05,-6.011656184432982e-12,2.7597872609419483e-05,0.0008703802331311294,-2.7013082171123415e-05,-0.012322415116588105,0.0003916078871525443,-3.832364497391572e-11,0.0003806320947319364,0.011997675795072382,-0.00037229492377832685,-0.07721868363181772,0.0024727755116011325,-1.2369718213543173e-09,1.9672123438611946,1.9675620468421942,1.9566416761615752,1.9562919726096657,0.0038413876524145962,0.12087389400505799,-0.0037487755122356248,0.02425331047106738,0.7573701665819499,-0.023433788243210074
0.3,8.087686056341257,8.359046142429357,6.679210096241071,0.9999997240146918,-0.0007425732928843452,2.3567879435963017e-05,-1.2350943289188085e-11,3.600939351144916e-05,0.0011354633061344543,-3.523827016849168e-05,-0.013899147685364491,0.000442199760096668,-6.75536756312187e-11,0.0004623808713688504,0.014568628756705948,-0.0004520172414146373,-0.08040190968730525,0.0025853467932543945,-2.072311772275559e-09,1.9674142245569917,1.967779847328478,1.9564093006946508,1.9560436769667124,0.004337589842862144,0.13633837170345942,-0.00422694768076326,0.025356428068334935,0.7885599728751913,-0.024364243955687925
0.32,8.087686874554675,8.359071939803302,6.679209295666231,0.9999996038192795,-0.0008896983284738653,2.8251871140873323e-05,-2.4176118811599052e-11,4.615649871198002e-05,0.0014550966371373875,-4.5154679284564736e-05,-0.015536772188199844,0.0004950019553014126,-1.1520820639626704e-10,0.0005542717751438886,0.017454938436856082,-0.0005414833825767573,-0.08330932662564838,0.0026936991714565043,-3.133989521989321e-09,1.967595198428461,1.9679761442951027,1.956194427059706,1.9558134797466085,0.00485544937589566,0.1523993926610956,-0.004722801705270285,0.026417978915560525,0.8170387033601401,-0.025201085662729383
0.34,8.087687914740984,8.35910472732301,6.679208278246027,0.9999994445275688,-0.0010534818489445516,3.347458480794817e-05,-4.5358007229895385e-11,5.824630928685792e-05,0.0018357032972815546,-5.696060370041778e-05,-0.017229839093073532,0.0005499326335589868,-1.9021361189580373e-10,0.0006567295329773515,0.02066799769551153,-0.0006410277819668408,-0.08594745243582745,0.002798720279214011,-4.758185416570072e-09,1.967755657299625,1.9681514550187333,1.955996650828145,1.9556008509129499,0.005394159785510055,0.16900338906111756,-0.005234407574050692,0.02744666716125721,0.8428703068830146,-0.025939428383026097
0.36,8.087689217893573,8.359145790470498,6.679207004155316,0.9999992372938903,-0.0012344515072089703,3.9257024247366485e-05,-8.196096935903739e-11,7.249429625488801e-05,0.0022839235777283307,-7.086063416039678e-05,-0.018973018608714157,0.0006069392951942218,-3.0455547980089365e-10,0.0007701656201675178,0.02421813997344202,-0.0007509456256826752,-0.08832185174990452,0.002901641559263288,-7.093302354196432e-09,1.9678959179566868,1.9683062704035799,1.955815675980607,1.9554053202598825,0.005953202375508226,0.18609796903490405,-0.0057597855374069695,0.028454572031932912,0.8661094952344683,-0.026578650391684278
0.38,8.087690829396955,8.35919654953507,6.679205429420568,0.9999989720965373,-0.001433082238924989,4.561979036005593e-05,-1.4321663101801659e-10,8.912407007954926e-05,0.002806594029891585,-8.706486953613535e-05,-0.02076109897807517,0.0006659984125253179,-4.731764569582709e-10,0.0008949835361704572,0.028114662384837175,-0.0008714922916652768,-0.09043829306156284,0.003004146893094623,-1.0049593355611281e-08,1.968016296766998,1.9684411449744283,1.9556512412329672,1.955226388387262,0.006532342666787372,0.20363190245120677,-0.006296909660363781,0.029458213646194054,0.8868131118333622,-0.027117152967548463
0.4,8.087692799188334,8.359258563332729,6.679203505817732,0.999998637700812,-0.0016497974142533857,5.258338347186429e-05,-2.4280032982974214e-10,0.00010836728243646121,0.003410726971608824,-0.00010578811115991016,-0.022588979154566462,0.0007271114406203563,-7.198180864177265e-10,0.0010315847376318743,0.03236584843691048,-0.0010028826658015078,-0.09230272909766281,0.0031078293146033845,-1.4430605076407363e-08,1.968117147263501,1.9685566573676871,1.9555030835643559,1.95506356679989,0.007131591317488528,0.22155505163823364,-0.0068437477906968525,0.030473223944227357,0.9050399540910803,-0.027549784675784394
0.42,8.08769518191834,8.35933353252016,6.679201180786332,0.9999982216323874,-0.0018849699757333774,6.016854091717079e-05,-4.0057559023970187e-10,0.0001304636422005956,0.0041034904375791825,-0.0001272490429471418,-0.024451673024147073,0.0007903205660938576,-1.0680680528651942e-09,0.0011803752641981191,0.03697899053634046,-0.0011452898363017994,-0.09392059158397116,0.003213955626631029,-2.0624074383151744e-08,1.96819882723924,1.9686533444397494,1.9553709717586163,1.954916445039303,0.007751358666041597,0.2398184157925698,-0.007398186063767298,0.03151203742390862,0.9208438456198564,-0.02787450270602676
0.44,8.087698037113572,8.359423302512246,6.679198397360252,0.9999977101614326,-0.0021389235151577646,6.83965473964613e-05,-6.446945370156631e-10,0.00015566107549602748,0.004892188574068257,-0.00015166938442945366,-0.026344300409880936,0.0008557020010740267,-1.5558685761850453e-09,0.0013417718314201466,0.04196041135884343,-0.0012988439213046377,-0.09529724288328927,0.0033252592239510037,-2.832148372241522e-08,1.9682616042368348,1.9687318603646018,1.95525480156591,1.9547845323666877,0.008392389005962286,0.2583740457140493,-0.007958028902521619,0.0326014770735128,0.9342780771248727,-0.02808890897654237
0.46,8.087701429343552,8.359529866011655,6.679195094115714,0.9999970882976801,-0.0024119333463608183,7.728967928065214e-05,-1.014413664118388e-09,0.00018421602199225617,0.005784242459583311,-0.00017927301589892863,-0.028262082246832493,0.0009233724973009127,-2.220776476445265e-09,0.0015162105526655978,0.04731548520098272,-0.0014636306833182289,-0.09643741330862855,0.0034431511973008174,-3.8611022586237724e-08,1.9683058135213958,1.9687927397143372,1.955154438842158,1.9546674948287461,0.009055824534698331,0.2771749993968342,-0.008521022110130616,0.0337553984763872,0.945389899698057,-0.028188473777390755
0.48,8.087705428395306,8.359655365159044,6.679191205137019,0.9999963397967481,-0.0027042275122378776,8.687156554582983e-05,-1.5634458928190966e-09,0.00021639389249372698,0.0067871713334000106,-0.00021028507584119893,-0.030200346774303898,0.000993488253307474,-3.121008864034812e-09,0.0017041540267825894,0.05304865810629167,-0.0016396897883907968,-0.09734612459639212,0.0035700383592353357,-5.2136917139064204e-08,1.9683317595559244,1.968836627177581,1.9550698182438706,1.9545649265590215,0.009743194695488455,0.29617540597826064,-0.009084816454674183,0.034997427178495855,0.9542295842379644,-0.02816742394884386
0.5,8.087710109458646,8.359802093311972,6.679186660000734,0.999995447177756,-0.0030159877667327102,9.716764190446829e-05,-2.364185935137813e-09,0.00025246968693437566,0.007908574237269761,-0.00024493101973277476,-0.03215451526894454,0.001066254687704167,-4.3187170990455805e-09,0.0019061002554110473,0.05916346756507096,-0.001827012914290549,-0.09802860056463691,0.0037085807880027485,-6.874749404302911e-08,1.9683397623820438,1.9688642190223546,1.9550008972446125,1.95447640887469,0.010456512100631699,0.3153303289593623,-0.009646958787357107,0.036353675625377946,0.9608495332713574,-0.02802131859880319
0.52,8.087715553325625,8.35997249646042,6.67918138377907,0.9999943917521613,-0.003347350559837643,0.00010820561301392503,-3.5127542829210493e-09,0.00029272879604747004,0.009156112040109576,-0.0002834356397585225,-0.03412010335881196,0.0011419215430689754,-5.891627325257668e-09,0.002122591720166156,0.06566256233853096,-0.0020255416366410373,-0.09848907134394,0.003861239026269601,-8.878191325464482e-08,1.9683301054285314,1.96887614657182,1.9549477090149892,1.9544016268954327,0.011198224569852755,0.33459578219208197,-0.010204894707044332,0.03784830227004932,0.9652925569980653,-0.027745628017328272
0.54,8.087721846607774,8.36016917428673,6.679175297063295,0.999993153664021,-0.003698407935178478,0.0001200159607903231,-5.135124998187393e-09,0.00033746798120404264,0.0105374898442534,-0.0003260220429623928,-0.0360927168841077,0.001220791390034122,-7.91297980028986e-09,0.0023542253657637957,0.07254772063092219,-0.0022351653861107934,-0.09873183942487318,0.004029314030859791,-1.1461613411876811e-07,1.96830317904859,1.9688729836132726,1.9549102194265133,1.9543403619620758,0.011971298619073423,0.35392869257577786,-0.010755935697659424,0.03949409688175365,0.9676023537963374,-0.027331825691589984
0.56,8.087729081975011,8.360394880877315,6.679168316008047,0.9999917119414166,-0.004069208415088996,0.00013263238470796984,-7.394168955876583e-09,0.0003869965553349175,0.012060439759231656,-0.00037291057788380044,-0.03806804800020429,0.0013032136435279671,-1.050624264145279e-08,0.002601661250878351,0.07981986808403008,-0.002455718588478817,-0.09876166578639198,0.004216388382486595,-1.4643972964782372e-07,1.9682592641742533,1.9688555176873823,1.954888542759463,1.9542922216587661,0.012779160840636905,0.37328686453008686,-0.011297307089819242,0.04132623132591107,0.9678272405722055,-0.026775826000857705
0.58,8.08773735842001,8.360652525093407,6.679160352397606,0.9999900445587839,-0.004459757879161253,0.00014609236968229336,-1.0498148138407468e-08,0.00044163776138361754,0.013732704025493092,-0.0004243177178508972,-0.04004188094262142,0.001389591069835608,-1.3794079929187672e-08,0.0028656337036636614,0.08747909570061552,-0.0026869783908978206,-0.09858242429236497,0.004425663727745054,-1.8355962054031944e-07,1.9681986255555104,1.9688244664841135,1.954882848696726,1.954256923048299,0.013625761852154028,0.39262904039105706,-0.01182602993310411,0.043376147118578956,0.966007007718872,-0.026069368885828226
0.6,8.087746781552253,8.360945170607849,6.679151313735114,0.9999881285102507,-0.004870020359071242,0.0001604377402441366,-1.4710514638316661e-08,0.0005017303555732155,0.015562018495174357,-0.00048045487810455256,-0.04201006830599493,0.0014803870232938362,-1.789855149182704e-08,0.0031469622108204476,0.09552467618689775,-0.0029286618730139935,-0.09819847821562477,0.004658819568640368,-2.2813478954532222e-07,1.968121690205219,1.9687804940342535,1.9548931847073028,1.954234275585288,0.014515647350776817,0.41191466948475863,-0.012339062216426555,0.04566036437836374,0.96218641942869,-0.025201085662729383
0.62,8.087757463925984,8.36127603561463,6.679141103355863,0.99998593989324,-0.00529991886911187,0.00017571514934850072,-2.0360882243129007e-08,0.0005676304132506971,0.017556096427462364,-0.0005415271894904095,-0.04396855072445921,0.0015761094885846975,-2.2992770085066102e-08,0.003446561027686812,0.10395508105887075,-0.0031804224676079684,-0.0976129200522792,0.0049189838709479084,-2.8218833717247197e-07,1.9680287125983322,1.968724296705315,1.9549198102804972,1.9542240959327444,0.015453801793796629,0.431104105302893,-0.012833133666845242,0.04820961407858704,0.9563978053961364,-0.024170532242351328
0.64,8.087769525406221,8.361648492217812,6.679129620565919,0.9999834540026231,-0.005749336130574898,0.00019197666754187023,-2.7857931311817503e-08,0.0006397133363478247,0.019722612621464464,-0.0006077321970998639,-0.045913338610126954,0.0016773286350834705,-2.9253542769286663e-08,0.003765450760084832,0.1127679957058092,-0.003441847722385205,-0.09682939885330907,0.005208866707448923,-3.455479940892156e-07,1.9679200353285864,1.9686566003910222,1.9549629352164488,1.9542262106703243,0.016445820705257574,0.4501584278671089,-0.013304867430008471,0.05105054157183986,0.9486791796575744,-0.022966428758763868
0.66,8.087783093577269,8.362066065506069,6.679116760807222,0.9999806454345934,-0.006218115306511341,0.00020928030849247815,-3.7703581453207215e-08,0.0007183760869722278,0.02206918785017109,-0.0006792585059756107,-0.047840513652421104,0.001784669004666516,-3.6876685726347735e-08,0.004104768702717365,0.12196033472022805,-0.0037124554630452167,-0.09585206248997821,0.005531557417376605,-4.1825719954440093e-07,1.9677960288921568,1.9685782124738396,1.9550227803099478,1.954240403686481,0.017497834292612424,0.4690394614925708,-0.013750707239523763,0.054213522560075944,0.9390735300485176,-0.021580692788347733
0.68,8.087798304197932,8.362532432318948,6.679102415850533,0.9999774881998339,-0.0067060607318875564,0.0002276905986375949,-5.0509031085666026e-08,0.0008040396346942202,0.02460337359515563,-0.0007562843562958221,-0.049746231467420965,0.0018988036877407041,-4.608917141449967e-08,0.004465780047979706,0.1315282571745513,-0.00399169064024818,-0.09468408612708507,0.005889256262106915,-5.036028279432135e-07,1.9676570774167175,1.9684898274842508,1.955099591813729,1.9542666093141208,0.018616450603303747,0.4877098032096683,-0.014166901429746304,0.05772022859673598,0.9276144297132305,-0.02000373200417016
0.7000000000000001,8.087815301707817,8.363051419710843,6.67908647401755,0.9999739558460512,-0.007212938558380193,0.00024727908944715735,-6.70124784151668e-08,0.0008971516075817476,0.02733263707472844,-0.0008389761289251396,-0.05162671111936557,0.0020204651599718244,-5.7121254633463404e-08,0.004849887975666434,0.14146718026353255,-0.004278921927891588,-0.09332890262905569,0.006284378893539394,-6.021356555323898e-07,1.967503586600627,1.9683921926154295,1.955193631567549,1.9543047476439825,0.019808862106174274,0.5061327215116762,-0.014549539351094154,0.061594462863467925,0.914338116331237,-0.0182226678191455
0.72,8.087834239788837,8.363627003118223,6.67906882043357,0.9999700215887591,-0.007738477423231249,0.00026812485750446274,-8.809840567848476e-08,0.000998189160839047,0.030264346551156507,-0.0009274867807107512,-0.053478229729862936,0.002150430934992643,-7.024997480571383e-08,0.00525864351175187,0.15177179346181902,-0.00457343757531703,-0.09178904948599423,0.006719882856479889,-7.138966678805008e-07,1.967335879157858,1.9682860488284941,1.9553052816864718,1.9543547825250656,0.021082705359276588,0.5242721048404064,-0.014894566469081383,0.06586535761243795,0.8992719457978637,-0.01623723377974784
0.74,8.087855281985915,8.364263304235708,6.679049337312187,0.9999656584504372,-0.008282369042690911,0.00029031502046238014,-1.1481884353454278e-07,0.0011076620346273103,0.03340575689616543,-0.0010219542132539061,-0.05529713431302982,0.0022895267725595945,-8.576280366477088e-08,0.0056937557069147715,0.16243607120713932,-0.004874442751656716,-0.09006781546776615,0.007197979787560999,-8.397501399347589e-07,1.967154401915737,1.968172155520287,1.9554348366642285,1.9544166954826907,0.02244609298429623,0.542092580602116,-0.015197677782907704,0.07055476203277067,0.882450912342847,-0.014032419670684249
0.76,8.087878602390823,8.364964588606185,6.679027904273379,0.999960839406973,-0.008844268816774673,0.000313945180861359,-1.4841611695760462e-07,0.001226115798935723,0.03676399543106612,-0.0011224995589032005,-0.057079823524461115,0.002438623549522671,-1.0394572596570494e-07,0.006157100411741112,0.1734532858499449,-0.005181055096059595,-0.08816823657340003,0.0077202988699330045,-9.825056265856684e-07,1.9669596431389986,1.9680512307045919,1.955582585807549,1.9544905447778196,0.023907583468485427,0.5595593357554662,-0.01545442174233358,0.07567884097170463,0.8639075232963478,-0.011597389715234385
0.78,8.087904386392685,8.365735262930077,6.679004398696559,0.9999555375409922,-0.009423796412081051,0.0003391198204141332,-1.9034712701545948e-07,0.0013541352732460155,0.04034604800278174,-0.001229225399335121,-0.058822753854057996,0.0025986290417763123,-1.251393685662597e-07,0.00665072809269418,0.18481602017672571,-0.005492300951814855,-0.08609236180205579,0.008288937224017754,-1.1415074475546164e-06,1.9667520052742302,1.967923973552413,1.955748938363499,1.9545764432357255,0.02547610122860533,0.5766381789840125,-0.01566015139786714,0.08125837780426082,0.8436645160259104,-0.008928058292667629
0.8,8.087932831498367,8.366579872098685,6.678978696110078,0.9999497262020764,-0.010020536261579865,0.0003659526799868645,-2.4230915728400746e-07,0.0014923480964768032,0.04415874530661057,-0.0013422139047314374,-0.06052243271354981,0.0027704845896154543,-1.4967942342431525e-07,0.007176871381631145,0.19651617829907764,-0.005807112106737122,-0.08384329477630278,0.008905534674999481,-1.318194030346423e-06,1.9665320147857102,1.9677911420977134,1.9559342137790214,1.9546744780697727,0.02716090463650289,0.5932954731946438,-0.015810030618013116,0.08730971501336171,0.8217551084044317,-0.006012701447843938
0.8200000000000001,8.0879641482257,8.367503095956163,6.678950670618627,0.9999433791720644,-0.010634038118037167,0.0003945670580948945,-3.0626701310489727e-07,0.001641428430687597,0.04820874943352038,-0.0014615248996818764,-0.06217541986043128,0.0029551606643335652,-1.779106707489554e-07,0.007737951044362035,0.20854499760858403,-0.006124321547673617,-0.08142356151501703,0.009571146883627412,-1.5111960618579953e-06,1.9663002147098623,1.9676534289809826,1.9561387471450566,1.9547848353988309,0.028971543386546728,0.609498149728438,-0.01589902165477497,0.09384351074004371,0.7982068339629222,-0.0028405722218849405
0.84,8.087998561071885,8.368509745794753,6.678920195370151,0.999936470835921,-0.011263817532543614,0.0004250960468760824,-3.8448092851043486e-07,0.0018021007747393014,0.052502540640020356,-0.001587193850483004,-0.06377832043960369,0.003153646448879219,-2.1018871800544903e-07,0.00833658074128607,0.2208930592395575,-0.006442659845617982,-0.07883534622111638,0.010286498300544162,-1.7226491638610411e-06,1.9660571635661956,1.9675114946765475,1.9563628905351995,1.9549077643560024,0.03091775724328727,0.6252136390827445,-0.015921917118078,0.1008672256830323,0.773043851154398,0.0005992539797716745
