# header
0.000000000000000000e+00,3.837352019310504403e+01,-2.955387454752451237e+00,4.972413019291296088e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
2.000000000000000042e-02,3.834376676208959367e+01,-3.053082378049313483e+00,5.012262399598215623e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
4.000000000000000083e-02,3.831401333107414331e+01,-3.150777301346175285e+00,5.052111779905135158e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
5.999999999999999778e-02,3.828425990005869295e+01,-3.248472224643037531e+00,5.091961160212054693e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
8.000000000000000167e-02,3.825450646904324259e+01,-3.346167147939899777e+00,5.131810540518974229e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
1.000000000000000056e-01,3.822475303802779223e+01,-3.443862071236762024e+00,5.171659920825893764e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
1.199999999999999956e-01,3.819499960701234187e+01,-3.541556994533623826e+00,5.211509301132812411e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
1.400000000000000133e-01,3.816524617599689151e+01,-3.639251917830486072e+00,5.251358681439731946e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
1.600000000000000033e-01,3.813549274498144115e+01,-3.736946841127348318e+00,5.291208061746651481e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
1.799999999999999933e-01,3.810573931396599079e+01,-3.834641764424210564e+00,5.331057442053571016e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
2.000000000000000111e-01,3.807598588295054043e+01,-3.932336687721072366e+00,5.370906822360490551e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
2.200000000000000011e-01,3.804623245193509007e+01,-4.030031611017935056e+00,5.410756202667410086e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
2.399999999999999911e-01,3.801647902091963971e+01,-4.127726534314796858e+00,5.450605582974329621e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
2.600000000000000089e-01,3.798672558990418935e+01,-4.225421457611658660e+00,5.490454963281249157e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
2.800000000000000266e-01,3.795697215888873899e+01,-4.323116380908521350e+00,5.530304343588168692e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
2.999999999999999889e-01,3.792721872787328863e+01,-4.420811304205383152e+00,5.570153723895087339e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
3.200000000000000067e-01,3.789746529685783827e+01,-4.518506227502244954e+00,5.610003104202006874e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
3.400000000000000244e-01,3.786771186584238791e+01,-4.616201150799107644e+00,5.649852484508926409e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
3.599999999999999867e-01,3.783795843482693755e+01,-4.713896074095969446e+00,5.689701864815845944e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
3.800000000000000044e-01,3.780820500381148719e+01,-4.811590997392832136e+00,5.729551245122765479e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
4.000000000000000222e-01,3.777845157279603683e+01,-4.909285920689693938e+00,5.769400625429685014e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
4.199999999999999845e-01,3.774869814178058647e+01,-5.006980843986555740e+00,5.809250005736604550e+00,7.158454221923113980e-01,3.854939519389743996e-02,-6.937107758711941186e-01,6.960341296719652071e-02
